Column 1;Column 2 (V);Index;Corrected time (s);WE(1).Current (A)
1.6;0.103;1;0;-2.2247314453125E-06
;;2;0.999999997475243;-2.4749755859375E-06
;;3;1.99999999495049;-2.685546875E-06
;;4;2.99999999242573;-2.593994140625E-06
;;5;3.99999998990097;-2.63366699218751E-06
;;6;4.99999998737621;-2.655029296875E-06
;;7;5.99999998485146;-2.55737304687501E-06
;;8;6.9999999823267;-2.62451171875E-06
;;9;7.99999997980194;-2.55432128906249E-06
;;10;8.99999997727718;-2.55737304687501E-06
;;11;9.99999997475243;-2.63671875E-06
;;12;10.9999999722277;-2.53906249999999E-06
;;13;11.9999999697029;-2.55126953125E-06
;;14;12.9999999671782;-2.5787353515625E-06
;;15;13.9999999646534;-2.49328613281249E-06
;;16;14.9999999621286;-2.520751953125E-06
;;17;15.9999999596039;-2.471923828125E-06
;;18;16.9999999570791;-2.5146484375E-06
;;19;17.9999999545544;-2.43225097656249E-06
;;20;18.9999999520296;-2.51159667968751E-06
;;21;19.9999999495049;-2.5146484375E-06
;;22;20.9999999469801;-2.51159667968751E-06
;;23;21.9999999444553;-2.48107910156251E-06
;;24;22.9999999419306;-2.532958984375E-06
;;25;23.9999999394058;-2.52380371093749E-06
;;26;24.9999999368811;-2.5634765625E-06
;;27;25.9999999343563;-2.55126953125E-06
;;28;26.9999999318316;-2.5146484375E-06
;;29;27.9999999293068;-2.5604248046875E-06
;;30;28.999999926782;-2.62451171875E-06
